16410	Titel	af	\N	\N	735		20	Artikel ID	0	0	1	0			1
30256	Duidelik op die geskiedenis in Firefox vir IOS	af	\N	\N	28133		20	duidelike op-geskiedenis-firefox-ios	0	0	1	0			1
31006	Welkom by Firefox - ontdek ons uitsonderlike glanspunte	af	\N	\N	869		20	welkom-firefox-ontdek-ons-uitsonderlike-glanspunte	0	0	1	0		https://mzl.la/2alDbFx	1
