1353	español	hy-AM	\N	\N	720		20	español	0	0	1	0			1
2617	Russia	hy-AM	\N	\N	901		20	Russia	0	0	1	0			1
3636	plugins	hy-AM	\N	\N	643		10	plugins	0	0	1	0			1
5079	jorgelito o corninho da pacatuba	hy-AM	\N	\N	817		10	jorgelito o corninho da pacatuba	0	0	1	0			1
